user_id,join_date,last_activity_date,days_active,retention_flag,retention_rate
368,3/5/2023,2/17/2024,307,1,
369,11/30/2024,3/25/2022,151,1,
370,4/28/2025,12/28/2022,216,1,
371,11/23/2025,9/8/2020,57,1,
372,9/4/2024,1/5/2024,353,1,
373,6/30/2023,1/15/2023,194,1,
374,2/28/2025,12/28/2020,98,1,
375,8/27/2025,5/19/2020,76,1,
376,5/22/2025,4/4/2022,35,1,
377,11/26/2024,2/6/2024,163,1,
378,3/21/2024,8/27/2021,338,1,
379,8/22/2025,4/6/2022,197,1,
380,5/11/2023,11/4/2021,326,1,
381,6/3/2025,11/29/2022,108,1,
382,9/28/2025,6/13/2022,385,1,
383,2/5/2025,4/13/2022,115,1,
384,3/22/2024,7/8/2023,267,1,
385,1/13/2025,11/17/2021,296,1,
386,9/19/2025,1/24/2023,94,1,
387,5/28/2025,1/3/2021,87,1,
388,6/20/2025,3/26/2020,78,1,
389,8/27/2024,4/5/2021,378,1,
390,4/22/2024,7/8/2024,238,1,
391,2/17/2025,8/23/2021,35,1,
392,7/17/2025,7/5/2022,158,1,
393,5/11/2024,5/4/2023,357,1,
394,5/26/2025,2/27/2021,275,1,
395,8/2/2024,3/13/2022,66,1,
396,5/20/2024,11/15/2021,26,0,
397,8/26/2023,2/8/2021,72,1,
398,9/3/2025,2/23/2021,177,1,
399,6/26/2025,10/6/2021,328,1,
400,3/3/2025,11/15/2020,143,1,
401,6/13/2023,2/26/2023,73,1,
402,1/30/2023,11/11/2023,255,1,
403,10/21/2025,12/13/2023,50,1,
404,10/30/2025,5/5/2021,190,1,
405,5/2/2024,11/17/2023,256,1,
406,1/19/2025,5/28/2021,249,1,
407,10/3/2024,2/9/2022,9,0,
408,7/11/2025,10/14/2023,363,1,
409,3/20/2024,1/11/2022,318,1,
410,10/18/2025,4/8/2024,195,1,
411,1/19/2023,10/28/2021,128,1,
412,6/25/2025,11/16/2023,190,1,
413,4/25/2023,3/12/2021,298,1,
414,9/18/2024,8/6/2024,272,1,
415,7/18/2025,6/10/2021,194,1,
416,8/27/2024,4/15/2024,128,1,
417,12/16/2023,2/9/2024,293,1,
418,7/24/2023,3/21/2022,149,1,
419,6/28/2024,9/13/2024,310,1,
420,5/8/2024,12/21/2020,24,0,
421,5/20/2024,4/1/2023,175,1,
422,2/3/2024,5/1/2020,6,0,
423,5/20/2024,8/14/2022,265,1,
424,5/28/2025,1/1/2023,228,1,
425,3/16/2025,3/22/2021,74,1,
426,12/27/2023,12/31/2022,38,1,
427,8/19/2024,7/26/2022,394,1,
428,8/24/2023,8/11/2023,90,1,
429,11/11/2025,1/19/2021,50,1,
430,3/31/2023,8/5/2022,225,1,
431,11/17/2025,8/31/2020,185,1,
432,4/17/2023,7/28/2020,2,0,
433,11/5/2023,6/12/2020,58,1,
434,11/21/2025,12/10/2020,104,1,
435,12/27/2023,9/19/2021,168,1,
436,6/15/2025,7/23/2022,208,1,
437,12/23/2024,11/1/2020,84,1,
438,9/9/2023,11/2/2020,190,1,
439,3/26/2025,10/10/2023,287,1,
440,4/28/2025,3/30/2022,375,1,
441,7/14/2025,5/21/2023,119,1,
442,6/14/2025,9/14/2021,383,1,
443,6/6/2024,5/25/2024,320,1,
444,6/25/2024,1/25/2022,291,1,
445,4/25/2025,7/20/2021,370,1,
446,1/26/2023,5/20/2024,288,1,
447,2/8/2024,8/7/2022,312,1,
448,10/28/2023,3/23/2021,159,1,
449,5/8/2024,8/5/2023,198,1,
450,6/30/2023,12/14/2020,240,1,
451,12/29/2024,12/2/2022,87,1,
452,8/19/2024,5/27/2024,239,1,
453,1/22/2025,4/27/2021,136,1,
454,1/23/2025,6/11/2023,328,1,
455,6/26/2025,7/26/2021,4,0,
456,1/2/2024,7/30/2023,246,1,
457,4/8/2025,11/25/2022,151,1,
458,1/9/2024,8/8/2021,275,1,
459,9/1/2025,8/24/2021,189,1,
460,3/22/2025,9/11/2021,296,1,
461,7/18/2024,3/27/2021,312,1,
462,8/6/2023,2/19/2023,85,1,
463,1/2/2023,5/25/2021,49,1,
464,11/7/2023,3/16/2024,379,1,
465,10/28/2024,6/15/2022,364,1,
466,1/28/2024,1/11/2021,261,1,
467,7/12/2023,10/14/2023,101,1,
468,2/4/2024,2/22/2020,46,1,
469,4/30/2023,10/29/2022,7,0,
470,3/10/2023,1/28/2021,352,1,
471,11/15/2024,9/20/2021,256,1,
472,7/25/2025,6/2/2022,125,1,
473,2/15/2024,8/17/2021,370,1,
474,7/3/2025,2/4/2021,22,0,
475,3/16/2025,5/19/2024,395,1,
476,11/25/2025,4/30/2023,287,1,
477,10/28/2025,5/19/2023,387,1,
478,1/29/2023,10/21/2020,110,1,
479,5/24/2024,1/30/2021,380,1,
480,8/13/2023,11/16/2023,149,1,
481,1/9/2023,12/2/2023,378,1,
482,3/24/2025,8/24/2023,306,1,
483,8/13/2025,3/10/2023,211,1,
484,5/14/2023,10/16/2021,155,1,
485,3/24/2024,5/31/2022,313,1,
486,5/24/2025,2/2/2023,280,1,
487,9/16/2024,9/21/2024,279,1,
488,2/25/2023,3/24/2021,3,0,
489,2/23/2023,11/9/2021,334,1,
490,2/11/2025,5/16/2022,364,1,
491,5/7/2023,4/1/2024,396,1,
492,3/27/2025,8/28/2023,354,1,
493,3/7/2024,9/13/2021,211,1,
494,7/10/2023,7/22/2023,243,1,
495,3/22/2025,9/22/2022,190,1,
496,5/3/2023,7/28/2022,329,1,
497,1/25/2023,3/24/2022,46,1,
498,7/9/2025,11/18/2021,284,1,
499,2/22/2024,11/16/2023,153,1,
500,4/24/2025,11/17/2022,241,1,
501,7/9/2023,2/4/2023,346,1,
502,6/8/2023,11/9/2023,221,1,
503,11/24/2024,12/26/2020,41,1,
504,11/6/2023,3/19/2023,294,1,
505,10/22/2025,5/15/2024,373,1,
506,2/14/2024,4/2/2024,209,1,
507,7/7/2023,12/14/2022,356,1,
508,9/6/2023,7/25/2023,232,1,
509,12/29/2025,9/9/2021,170,1,
510,9/9/2025,5/31/2023,285,1,
511,5/10/2023,8/13/2022,377,1,
512,8/8/2023,12/10/2021,357,1,
513,7/14/2025,4/22/2022,23,0,
514,8/2/2024,5/26/2024,266,1,
515,3/21/2023,7/3/2024,360,1,
516,2/6/2023,2/14/2023,285,1,
517,10/24/2025,10/7/2022,311,1,
518,4/25/2025,4/11/2020,92,1,
519,5/29/2025,10/14/2022,396,1,
520,6/9/2023,7/9/2020,185,1,
521,12/31/2024,10/6/2022,159,1,
522,3/28/2024,8/31/2023,344,1,
523,4/8/2023,8/30/2022,72,1,
524,2/26/2023,11/12/2022,119,1,
525,5/24/2025,4/6/2020,81,1,
526,9/27/2024,2/14/2022,317,1,
527,8/2/2025,4/13/2021,307,1,
528,5/4/2024,9/6/2020,8,0,
529,3/24/2025,10/8/2021,342,1,
530,9/17/2025,9/14/2023,155,1,
531,9/6/2024,11/15/2022,303,1,
532,8/4/2023,3/6/2021,120,1,
533,9/5/2023,9/2/2021,268,1,
534,8/6/2025,12/31/2022,68,1,
535,9/9/2024,6/22/2020,78,1,
536,6/8/2025,1/11/2021,246,1,
537,6/3/2025,12/15/2023,237,1,
538,4/16/2025,12/18/2023,109,1,
539,2/17/2025,12/24/2021,177,1,
540,12/25/2024,6/3/2020,2,0,
541,12/3/2023,8/20/2024,273,1,
542,12/22/2025,8/7/2021,277,1,
543,5/26/2023,2/16/2023,397,1,
544,10/27/2023,11/17/2021,291,1,
545,1/31/2024,12/25/2023,391,1,
546,6/2/2024,5/10/2021,28,0,
547,3/10/2023,2/21/2020,10,0,
548,8/29/2024,8/20/2021,372,1,
549,10/2/2023,1/18/2023,390,1,
550,6/30/2023,6/10/2023,334,1,
551,8/6/2025,10/16/2021,124,1,
552,12/15/2024,1/23/2023,273,1,
553,11/18/2024,12/7/2023,312,1,
554,8/2/2024,12/7/2023,52,1,
555,10/22/2023,9/14/2020,231,1,
556,6/28/2024,8/31/2020,66,1,
557,12/22/2025,8/26/2022,64,1,
558,3/22/2025,9/30/2022,157,1,
559,11/11/2024,8/30/2023,232,1,
560,3/26/2025,9/2/2022,99,1,
561,9/18/2024,9/2/2023,161,1,
562,7/16/2023,7/24/2021,142,1,
563,5/11/2023,7/18/2023,176,1,
564,12/23/2025,9/21/2021,200,1,
565,5/21/2025,12/10/2022,326,1,
566,5/18/2024,3/27/2023,377,1,
567,3/30/2023,3/30/2022,338,1,
568,11/16/2024,5/23/2021,185,1,
569,12/31/2024,7/7/2020,92,1,
570,7/23/2025,4/14/2021,342,1,
571,3/5/2025,6/14/2021,297,1,
572,10/17/2024,8/4/2022,11,0,
573,7/20/2023,8/28/2024,257,1,
574,4/25/2024,1/22/2021,222,1,
575,5/2/2024,9/7/2023,13,0,
576,4/30/2025,6/25/2024,393,1,
577,2/26/2024,11/22/2023,139,1,
578,4/10/2025,5/12/2021,11,0,
579,7/25/2023,11/27/2023,251,1,
580,9/4/2023,2/18/2022,30,1,
581,5/2/2025,3/7/2022,264,1,
582,3/2/2023,2/28/2023,385,1,
583,4/24/2024,12/7/2022,373,1,
584,10/22/2025,2/17/2024,160,1,
585,10/21/2024,2/17/2022,93,1,
586,3/1/2024,8/28/2023,365,1,
587,9/7/2023,4/9/2022,188,1,
588,4/12/2023,5/16/2021,255,1,
589,9/12/2025,3/21/2021,232,1,
590,3/29/2023,3/28/2022,249,1,
591,4/23/2025,9/23/2022,339,1,
592,8/7/2025,9/5/2022,147,1,
593,3/10/2024,1/5/2023,69,1,
594,10/20/2025,12/9/2021,364,1,
595,10/3/2024,10/21/2021,310,1,
596,6/28/2023,4/29/2023,281,1,
597,12/4/2025,5/30/2021,316,1,
598,1/9/2025,1/3/2021,171,1,
599,5/22/2024,3/13/2023,63,1,
600,5/17/2024,1/24/2023,217,1,
601,9/29/2025,7/10/2024,199,1,
602,6/29/2025,8/10/2022,77,1,
603,7/15/2023,8/25/2020,215,1,
604,3/31/2023,11/30/2022,35,1,
605,5/10/2023,8/22/2023,260,1,
606,5/5/2023,12/8/2022,383,1,
607,1/5/2025,3/25/2021,124,1,
608,7/12/2025,11/6/2021,222,1,
609,11/26/2023,12/24/2023,362,1,
610,10/20/2025,7/24/2021,154,1,
611,12/3/2023,5/24/2022,109,1,
612,10/29/2025,10/28/2020,291,1,
613,4/28/2024,1/1/2023,398,1,
614,1/9/2024,12/4/2020,216,1,
615,9/8/2025,9/26/2021,374,1,
616,4/29/2024,2/25/2022,250,1,
617,7/31/2025,11/12/2020,177,1,
618,3/1/2023,6/22/2020,139,1,
619,4/2/2024,9/2/2022,398,1,
620,4/7/2024,10/6/2022,206,1,
621,11/6/2025,9/17/2020,11,0,
622,3/16/2025,5/5/2021,217,1,
623,3/19/2025,8/31/2021,43,1,
624,5/29/2023,10/18/2021,197,1,
625,10/30/2025,2/13/2024,373,1,
626,7/17/2025,7/7/2023,58,1,
627,8/4/2023,7/3/2022,322,1,
628,4/2/2023,8/23/2020,40,1,
629,4/5/2023,5/3/2020,23,0,
630,1/28/2025,9/19/2023,237,1,
631,10/12/2024,9/25/2023,394,1,
632,11/25/2025,8/26/2021,301,1,
633,9/18/2023,6/6/2022,360,1,
634,12/2/2023,5/29/2022,216,1,
635,1/19/2023,5/25/2021,378,1,
636,9/12/2025,3/26/2022,130,1,
637,10/8/2023,10/18/2020,279,1,
638,8/20/2025,2/12/2023,294,1,
639,9/24/2025,6/20/2023,115,1,
640,3/12/2023,7/4/2021,338,1,
641,4/18/2024,6/13/2021,127,1,
642,12/5/2023,7/4/2023,231,1,
643,12/23/2025,3/3/2024,162,1,
644,11/27/2023,3/3/2020,55,1,
645,10/24/2025,6/12/2022,206,1,
646,11/3/2023,9/12/2021,266,1,
647,10/19/2025,10/16/2022,158,1,
648,1/29/2025,2/14/2021,76,1,
649,5/20/2024,9/17/2021,274,1,
650,1/10/2023,3/19/2020,47,1,
651,7/29/2023,12/24/2022,198,1,
652,11/23/2023,2/6/2023,66,1,
653,7/16/2023,12/3/2023,108,1,
654,3/29/2024,9/21/2020,223,1,
655,3/4/2023,3/22/2021,12,0,
656,12/8/2024,9/3/2023,118,1,
657,5/14/2025,10/5/2020,110,1,
658,1/18/2023,12/13/2023,142,1,
659,3/9/2025,3/31/2021,380,1,
660,5/23/2024,4/9/2022,131,1,
661,9/30/2024,9/6/2023,67,1,
662,11/23/2023,9/11/2020,58,1,
663,7/31/2023,12/30/2022,301,1,
